food_code,food_description,method,method_description,nhanes,price_100gm
58106602,"Pizza with meat other than pepperoni, from frozen, thin crust (Includes all meat, poultry, and seafood toppings excluding pepperoni; with one or two meat toppings; flatbread crust; homemade or ready to bake pizza)",1,Links to FNDDS,Base,0.731874
58106604,"Pizza with meat other than pepperoni, from frozen, medium crust (Includes all meat, poultry, and seafood toppings excluding pepperoni; with one or two meat toppings; original or NS as to type of crust; homemade or ready to bake pizza)",1,Links to FNDDS,Base,0.673947
58106610,"Pizza with meat other than pepperoni, from restaurant or fast food, NS as to type of crust (Includes with one or two meat toppings; all meat, poultry, and seafood toppings excluding pepperoni; from street vendor)",2,Links to altEC,Base,0.673947
58106620,"Pizza with meat other than pepperoni, from restaurant or fast food, thin crust (Includes with one or two meat toppings; all meat, poultry, and seafood toppings excluding pepperoni; flatbread crust; from street vendor)",2,Links to altEC,Base,0.731874
58106625,"Pizza with meat other than pepperoni, from restaurant or fast food, medium crust (Includes with one or two meat toppings; all meat, poultry, and seafood toppings excluding pepperoni; original or hand-tossed crust; from street vendor)",2,Links to altEC,Base,0.673947
58106630,"Pizza with meat other than pepperoni, from restaurant or fast food, thick crust (Includes pan pizza; with one or two meat toppings; all meat, poultry, and seafood toppings excluding pepperoni; from street vendor; pizza on bagel, English muffin, or French bread)",2,Links to altEC,Base,0.655526
58106633,"Pizza, with meat other than pepperoni, stuffed crust (Includes cheese stuffed crust; all meat, poultry, and seafood toppings excluding pepperoni; with one or two meat toppings)",1,Links to FNDDS,Base,1.217636
58106635,"Pizza, with meat other than pepperoni, from school lunch, thin crust (Includes all meat, poultry, and seafood toppings excluding pepperoni; with one or two meat toppings; flatbread crust)",2,Links to altEC,Base,0.732045
58106636,"Pizza, with meat other than pepperoni, from school lunch, thick crust (Includes pan pizza; all meat, poultry, and seafood toppings excluding pepperoni; with one or two meat toppings; pizza on bagel, English muffin, or French bread)",2,Links to altEC,Base,0.657754
58106650,"Pizza with extra meat, thin crust (Includes with three or more meat toppings; all meat, poultry, and seafood toppings including pepperoni; flatbread crust)",1,Links to FNDDS,Base,0.629758
58106655,"Pizza with extra meat, medium crust (Includes with three or more meat toppings; all meat, poultry, and seafood toppings including pepperoni; original, hand-tossed, or NS as to type of crust)",1,Links to FNDDS,Base,0.647904
58106700,"Pizza with meat and vegetables, from frozen, thin crust (Includes supreme pizza; all meat, poultry, and seafood toppings including pepperoni; with one, two, or three meat and vegetable toppings; flatbread crust; homemade or ready-to-bake pizza)",1,Links to FNDDS,Base,0.716628
58106702,"Pizza with meat and vegetables, from frozen, medium crust (Includes supreme pizza; all meat, poultry, and seafood toppings including pepperoni; with one, two, or three meat and vegetable toppings; original crust; homemade or ready-to-bake pizza)",1,Links to FNDDS,Base,0.81475
58106720,"Pizza with meat and vegetables, from restaurant or fast food, thin crust (Includes with one, two, or three meat  and vegetable toppings; all meat, poultry, and seafood toppings including pepperoni; flatbread crust; from street vendor)",2,Links to altEC,Base,0.716628
58106725,"Pizza with meat and vegetables, from restaurant or fast food, medium crust (Includes with one, two, or three meat and vegetable toppings; all meat, poultry, and seafood toppings including pepperoni; original, hand-tossed, or NS as to type of crust; from street vendor)",2,Links to altEC,Base,0.81475
58106730,"Pizza with meat and vegetables, from restaurant or fast food, thick crust (Includes pan pizza; with one, two, or three meat and vegetable toppings; all meat, poultry, and seafood toppings including pepperoni; from street vendor; pizza on bagel, English muffin, or French bread)",2,Links to altEC,Base,0.628249
58106736,"Pizza with extra meat and extra vegetables, thin crust (Includes with two or more meat toppings and two or more vegetable toppings; supreme pizza; all meat, poultry, and seafood toppings including pepperoni; flatbread crust)",1,Links to FNDDS,Base,1.092277
58106737,"Pizza with extra meat and extra vegetables, thick crust (Includes with two or more meat toppings and two or more vegetable toppings; pan pizza; supreme pizza; all meat, poultry, and seafood toppings including pepperoni; pizza on bagel, English muffin, or French bread)",2,Links to altEC,Base,0.628338
58106738,"Pizza with extra meat and extra vegetables, medium crust (Includes with two or more meat and two or more vegetable toppings; supreme pizza; all meat, poultry, and seafood toppings including pepperoni; original, hand-tossed, or NS as to type of crust)",1,Links to FNDDS,Base,0.656562
58106750,"Pizza with meat and fruit, thin crust (Includes all meat, poultry, and seafood toppings including pepperoni; all fruits including pineapple; flatbread crust)",1,Links to FNDDS,Base,0.862743
58106755,"Pizza with meat and fruit, medium crust (Includes all meat, poultry, and seafood toppings including pepperoni; all fruits including pineapple; original, hand-tossed, or NS as to type of crust)",1,Links to FNDDS,Base,0.703131
58106760,"Pizza with meat and fruit, thick crust (Includes pan pizza; all meat, poultry, and seafood toppings including pepperoni; all fruits including pineapple; pizza on bagel, English muffin, or French bread)",1,Links to FNDDS,Base,0.716155
58107205,"White pizza, cheese, thin crust (Includes NS as to toppings; original , medium, hand-tossed, flatbread, or NS as to type of crust)",1,Links to FNDDS,Base,1.508079
58107212,"White pizza, cheese, with vegetables, thin crust (Includes original, medium, hand tossed, flatbread, or NS as to type of crust)",1,Links to FNDDS,Base,1.407933
58107222,"White pizza, cheese, with meat, thin crust (Includes all meat, poultry, and seafood including pepperoni; original, medium, hand tossed, flatbread, or NS as to type of crust)",1,Links to FNDDS,Base,0.87108
58108000,"Calzone, with cheese, meatless (Includes stromboli)",1,Links to FNDDS,Base,1.638042
58108010,"Calzone, with meat and cheese (Includes stromboli; Pizza Hut Calizza)",1,Links to FNDDS,Base,1.305776
58108050,Pizza rolls,2,Links to altEC,Base,0.57886
58109015,"Pizza, cheese, whole wheat thin crust (Includes NS as to toppings; original, medium, hand-tossed, flatbread, or NS as to type of crust)",2,Links to altEC,Base,0.804843
58109020,"Pizza, cheese, whole wheat thick crust (Includes NS as to toppings; pan pizza; NS as toppings; pizza on bagel, English muffin, or French bread)",1,Links to FNDDS,Base,0.834381
58109030,"Pizza, with meat, whole wheat thin crust (Includes all meat, poultry, and seafood toppings including pepperoni; original, medium, hand-tossed, flatbread, or NS as to type of crust)",1,Links to FNDDS,Base,0.778138
58109050,"Pizza, cheese and vegetables, whole wheat thin crust (Includes original, medium, hand-tossed, flatbread, or NS as to type of crust)",2,Links to altEC,Base,1.354513
58109120,"Pizza, with meat, gluten-free thin crust (Includes all meat, poultry, and seafood toppings including pepperoni; original, medium, hand-tossed, flatbread or NS as to type of crust)",1,Links to FNDDS,Base,2.279729
58109130,"Pizza, with meat, gluten-free thick crust (Includes all meat, poultry, and seafood toppings including pepperoni; pan pizza)",2,Links to altEC,Base,2.279729
58109140,"Pizza, cheese and vegetables, gluten-free thin crust (Includes original, medium, hand-tossed, flatbread, or NS as to type of crust)",1,Links to FNDDS,Base,2.449304
58109210,Breakfast pizza with egg,4,FNDDS recipe with replaced or modified SR codes,Base,0.782261
58110110,"Egg roll, meatless (Includes Chinese roll; spring roll; lumpia; vegetable or vegetarian egg roll)",1,Links to FNDDS,Base,1.079306
58110120,"Egg roll, with shrimp (Includes Chinese roll; spring roll; lumpia)",1,Links to FNDDS,Base,1.160238
58110130,"Egg roll, with beef and/or pork (Includes Chinese roll; spring roll; egg roll, NFS; lumpia)",2,Links to altEC,Base,0.936765
58110170,"Egg roll, with chicken or turkey (Includes Chinese roll; spring roll; lumpia)",1,Links to FNDDS,Base,0.923326
58110200,"Roll with meat and/or shrimp, vegetables and rice paper, not fried (Includes Vietnamese Bo Bia Roll; fresh garden roll (Goi Cuon); summer roll)",2,Links to altEC,Base,0.936765
58111110,"Wonton, fried, filled with meat, poultry, or seafood, (Includes fried dumpling; pot Sticker)",1,Links to FNDDS,Base,1.306565
58111120,"Wonton, fried, meatless (Includes fried dumpling; pot Sticker)",1,Links to FNDDS,Base,1.720173
58111130,"Wonton, fried, filled with meat, poultry, or seafood, and vegetable (Includes fried dumpling; pot sticker)",1,Links to FNDDS,Base,0.852179
58112510,"Dumpling, steamed, filled with meat, poultry, or seafood (Includes shui-mai; steamed bun; steamed won ton (wonton))",2,Links to altEC,Base,2.053436
58116110,"Meat turnover, Puerto Rican style (Includes Pastelillo de carne; Empanadilla)",4,FNDDS recipe with replaced or modified SR codes,Base,0.476006
58116115,"Empanada, Mexican turnover, filled with cheese and vegetables (Includes with picadillo)",4,FNDDS recipe with replaced or modified SR codes,Base,0.500952
58116120,"Empanada, Mexican turnover, filled with meat and vegetables (Includes Empanada with savory filling; with picadillo)",1,Links to FNDDS,Base,1.012222
58116210,"Meat pie, Puerto Rican style (Includes Pastelon de carne)",4,FNDDS recipe with replaced or modified SR codes,Base,0.827237
58116310,"Cheese turnover, Puerto Rican style (Includes Pastelillo de queso; Empanadilla)",4,FNDDS recipe with replaced or modified SR codes,Base,0.381125
58117110,"Cornmeal fritter, Puerto Rican style (Includes Arepa; P.R. arepita)",1,Links to FNDDS,Base,0.697732
58117310,"Kibby, Puerto Rican style (Includes beef and bulgur; Plato Arabe)",4,FNDDS recipe with replaced or modified SR codes,Base,0.54007
58117410,"Codfish fritter, Puerto Rican style (Includes Bacalaitos fritos)",4,FNDDS recipe with replaced or modified SR codes,Base,1.026333
58121510,"Dumpling, meat-filled (Includes pierogi; piroshki; kreplach)",1,Links to FNDDS,Base,0.889376
58121620,"Dumpling, vegetable (Includes pierogi)",1,Links to FNDDS,Base,0.479637
58122210,"Gnocchi, cheese",1,Links to FNDDS,Base,0.930368
58122220,"Gnocchi, potato",1,Links to FNDDS,Base,0.474635
58122330,"Knish, meat (Includes pastry filled with meat)",2,Links to altEC,Base,0.878944
58124210,"Pastry, cheese-filled (Includes kolache)",1,Links to FNDDS,Base,0.997995
58124230,"Pastry, meat / poultry-filled (Includes kolache)",1,Links to FNDDS,Base,1.199937
58124250,Spanakopitta (Includes Greek spinach-cheese pie),1,Links to FNDDS,Base,1.592708
58124500,"Pastry, filled with potatoes and peas, fried (Includes samosa; stuffed pastry cones)",1,Links to FNDDS,Base,1.928335
58125110,"Quiche with meat, poultry or fish (Includes Quiche Lorraine; quiche, NFS)",2,Links to altEC,Base,1.739982
58125120,"Spinach quiche, meatless (Includes broccoli quiche)",1,Links to FNDDS,Base,1.648994
58126130,"Turnover, meat- and cheese-filled, no gravy (Includes Hot Pockets Ham 'n Cheese; Hot Pockets Beef & Cheddar; Hot Pocket Philly Steak and Cheese)",2,Links to altEC,Base,0.750062
58126150,"Turnover, meat- and cheese-filled, tomato-based sauce (Includes Hot Pockets Pepperoni Pizza; Hot Pockets Sausage Pizza)",1,Links to FNDDS,Base,0.747637
58126160,"Turnover, cheese-filled, tomato-based sauce (Includes Hot Pockets Four Cheese Pizza)",1,Links to FNDDS,Base,0.799989
58126280,"Turnover, chicken- or turkey-, and vegetable-filled, lower in fat (Includes Lean Pockets Chicken Supreme; Lean Pockets Turkey, Broccoli & Cheese; Lean Pockets Chicken Parmesan; Lean Pockets Chicken Fajita)",1,Links to FNDDS,Base,0.938209
58126400,"Turnover, filled with egg, meat and cheese (Includes Hot Pockets Bacon, Egg & Cheese; Hot Pockets Ham, Egg & Cheese; Hot Pockets Sausage, Egg & Cheese)",1,Links to FNDDS,Base,0.842096
58127310,"Croissant sandwich with ham, egg, and cheese (Includes Burger King Ham, Egg and Cheese Croissan'wich; Dunkin' Donuts Ham, Egg, and Cheese Breakfast Sandwich)",1,Links to FNDDS,Base,1.688899
58127330,"Croissant sandwich with sausage, egg, and cheese (Includes Burger King Sausage, Egg and Cheese Croissan'wich; Dunkin' Donuts Sausage, Egg, and Cheese Breakfast Sandwich; Jimmy Dean Sausage, Egg, and Cheese Croissant Sandwich)",1,Links to FNDDS,Base,1.002719
58127350,"Croissant sandwich with bacon, egg, and cheese (Includes Burger King Bacon, Egg and Cheese Croissan'wich; Arby's Bacon, Egg, and Cheese Croissant; Dunkin' Donuts Breakfast Sandwich; Dunkin' Donuts Croissant Bacon and Cheddar Omwich; Jack-in-the-Box Supreme Croissant)",1,Links to FNDDS,Base,1.756887
58127500,"Vegetable submarine sandwich, with fat free spread (Includes Subway Veggie Delite)",4,FNDDS recipe with replaced or modified SR codes,Base,0.530807
58128000,Biscuit with gravy (Includes with sausage gravy),5,Modified FNDDS recipe,Base,0.437045
58128120,Cornmeal dressing with chicken or turkey and vegetables (Includes cornbread stuffing with poultry and vegetables),4,FNDDS recipe with replaced or modified SR codes,Base,0.628321
58128250,Dressing with meat and vegetables (Includes stuffing with sausage; with ground beef; with pepperoni; with ham; with bacon; with salami),4,FNDDS recipe with replaced or modified SR codes,Base,0.532523
58130011,Lasagna with meat (Includes lasagna NFS),2,Links to altEC,Base,0.765557
58130014,"Lasagna with meat, from restaurant (Includes fast food; other place)",2,Links to altEC,Base,1.120059
58130015,"Lasagna with meat, home recipe",5,Modified FNDDS recipe,Base,0.70197
58130016,"Lasagna with meat, frozen",1,Links to FNDDS,Base,0.691226
58130020,Lasagna with meat and spinach,4,FNDDS recipe with replaced or modified SR codes,Base,0.709358
58130320,"Lasagna, meatless, with vegetables",1,Links to FNDDS,Base,1.238777
58131120,"Ravioli, NS as to filling, with cream sauce",5,Modified FNDDS recipe,Base,0.50919
58131310,"Ravioli, meat-filled, no sauce",1,Links to FNDDS,Base,0.696888
58131323,"Ravioli, meat-filled, with tomato sauce or meat sauce, canned (Includes canned ravioli, NS as to filling; Franco-American Beef RavioliO's; Chef Boyardee Beef Ravioli or Mini Ravioli; Sir Chomps-a-Lot Bite Size Beef Ravioli)",1,Links to FNDDS,Base,0.231062
58131510,"Ravioli, cheese-filled, no sauce",1,Links to FNDDS,Base,0.54851
58131520,"Ravioli, cheese-filled, with tomato sauce",1,Links to FNDDS,Base,1.178432
58131523,"Ravioli, cheese-filled, with tomato sauce, canned (Includes Chef Boyardee Cheese Ravioli)",1,Links to FNDDS,Base,0.318749
58131590,"Ravioli, cheese and spinach-filled, no sauce",1,Links to FNDDS,Base,0.838104
58131600,"Ravioli, cheese and spinach-filled, with cream sauce",4,FNDDS recipe with replaced or modified SR codes,Base,0.580628
58131610,"Ravioli, cheese and spinach filled, with tomato sauce",2,Links to altEC,Base,0.590567
58133120,"Manicotti, cheese-filled, with tomato sauce, meatless",1,Links to FNDDS,Base,0.802258
58134130,"Stuffed shells, cheese-filled, with meat sauce (Includes stuffed shells, NFS)",2,Links to altEC,Base,0.720319
58134650,"Tortellini, meat-filled, no sauce",1,Links to FNDDS,Base,0.889799
58134660,"Tortellini, cheese-filled, with cream sauce",1,Links to FNDDS,Base,1.4378
